Equatorial Guinea,Clothes,182732522,3469,109.28,
Libya,Beverages,761774241,4781,47.45,
North Korea,Household,803323590,157,668.27,
Bhutan,Household,669929397,5851,668.27,
Cape Verde,Office Supplies,344452989,149,651.21,
Thailand,Office Supplies,780068194,8368,651.21,
Morocco,Snacks,750261342,7858,152.58,
Syria,Cereal,898831260,2999,205.70,
Luxembourg,Cosmetics,589889276,200,437.20,
Austria,Office Supplies,157859218,2905,651.21,
Estonia,Household,457477414,6588,668.27,
Malta,Baby Food,613792693,3753,255.28,
Belarus,Cosmetics,272166383,8936,437.20,
Myanmar,Cereal,948272311,3704,205.70,
Niger,Vegetables,178096807,1658,154.06,
Nauru,Clothes,967938697,3425,109.28,
The Gambia,Household,544409310,1668,668.27,
Marshall Islands,Household,704432475,6078,668.27,
Sri Lanka,Cosmetics,165244519,8380,437.20,
Saudi Arabia,Meat,414394271,7328,421.89,
Kuwait,Snacks,759743058,3709,152.58,
Turkey,Office Supplies,579464709,5339,651.21,
Belize,Fruits,672045552,2068,9.33,
Burkina Faso,Office Supplies,106284415,775,651.21,
China,Snacks,271292626,372,152.58,
Moldova,Office Supplies,826494014,6800,651.21,
Honduras,Snacks,151624906,8034,152.58,
Cameroon,Snacks,296734130,9078,152.58,
Saint Lucia,Cereal,232183015,6969,205.70,
South Sudan,Cereal,798645389,5773,205.70,
Angola,Cosmetics,657107579,1590,437.20,
Benin,Baby Food,338868415,7549,255.28,
Portugal,Personal Care,895539224,8812,81.73,
Vanuatu,Office Supplies,749043834,7571,651.21,
Singapore,Meat,641618573,8049,421.89,
India,Beverages,485812270,1501,47.45,
Swaziland,Clothes,714486253,1215,109.28,
Kuwait,Snacks,930814349,7506,152.58,
Greece,Beverages,358282887,2723,47.45,
Iran,Baby Food,990690696,6247,255.28,
Czech Republic,Personal Care,842149102,9489,81.73,
Swaziland,Office Supplies,697081935,890,651.21,
Niger,Snacks,960225522,925,152.58,
Ukraine,Office Supplies,306628692,7099,651.21,
Israel,Meat,631652772,8947,421.89,
San Marino,Office Supplies,300971591,3037,651.21,
East Timor,Vegetables,900571477,7968,154.06,
Norway,Office Supplies,486751258,9369,651.21,
Seychelles,Household,336122262,4902,668.27,
Greece,Cereal,895608317,9258,205.70,
Kazakhstan,Household,432445752,9163,668.27,
Kosovo,Cereal,884183394,8370,205.70,
Guinea-Bissau,Cosmetics,208682572,2665,437.20,
New Zealand,Household,934117114,4867,668.27,
Grenada,Baby Food,708973348,9823,255.28,
Eritrea,Snacks,852050101,9414,152.58,
Cyprus,Office Supplies,502458703,7551,651.21,
Benin,Vegetables,669622981,5175,154.06,
Tuvalu,Household,183279263,5262,668.27,
Zambia,Clothes,643476378,7815,109.28,
Zimbabwe,Meat,570575654,4870,421.89,
Tanzania,Fruits,355250918,5496,9.33,
Panama,Clothes,908488500,791,109.28,
Belgium,Baby Food,511587226,8884,255.28,
Nauru,Clothes,666158425,9936,109.28,
North Korea,Clothes,244125926,1141,109.28,
East Timor,Personal Care,437726056,1722,81.73,
Cyprus,Baby Food,709507644,7933,255.28,
Sao Tome and Principe,Fruits,142332017,8062,9.33,
Greenland,Baby Food,589373004,7424,255.28,
Andorra,Vegetables,824116933,3369,154.06,
Iceland,Snacks,590362632,277,152.58,
Bhutan,Vegetables,152221429,4558,154.06,
The Gambia,Cosmetics,744117152,9656,437.20,
Nepal,Fruits,520786130,1044,9.33,
South Africa,Household,407277190,1226,668.27,
Niger,Cosmetics,948951661,4739,437.20,
Turkmenistan,Personal Care,961483371,3151,81.73,
Kenya,Personal Care,680858647,59,81.73,
Morocco,Snacks,413376319,6094,152.58,
Equatorial Guinea,Beverages,985647714,3917,47.45,
North Korea,Vegetables,594596660,3220,154.06,
Ethiopia,Office Supplies,657459485,5727,651.21,
Mauritania,Personal Care,861785018,192,81.73,
Tajikistan,Beverages,515434587,7403,47.45,
East Timor,Clothes,796582019,5176,109.28,
Latvia,Cereal,703713643,3360,205.70,
Malaysia,Baby Food,205628287,8835,255.28,
Italy,Vegetables,691437280,511,154.06,
Egypt,Baby Food,920564448,4332,255.28,
Uzbekistan,Clothes,172746121,8271,109.28,
Latvia,Vegetables,498031127,7333,154.06,
Federated States of Micronesia,Vegetables,866780793,8553,154.06,
Iraq,Vegetables,319668948,6000,154.06,
Iceland,Household,217681920,5772,668.27,
Kuwait,Beverages,192118537,999,47.45,
Morocco,Cosmetics,394590127,6842,437.20,
Hungary,Beverages,147020518,5493,47.45,
Switzerland,Baby Food,191646039,1177,255.28,
South Africa,Snacks,441015517,5147,152.58,
Costa Rica,Cereal,427990281,690,205.70,
Uzbekistan,Baby Food,655744159,8124,255.28,
New Zealand,Cereal,347763478,9796,205.70,
Niger,Vegetables,597847068,5088,154.06,
Poland,Vegetables,320106256,5409,154.06,
Tanzania,Clothes,298964869,9203,109.28,
Tajikistan,Baby Food,939159238,6944,255.28,
Slovakia,Clothes,915738189,6135,109.28,
Turkey,Cereal,324063050,6313,205.70,
North Korea,Meat,229807651,4045,421.89,
Lithuania,Cereal,418958318,7931,205.70,
Syria,Cereal,747813880,3600,205.70,
Iceland,Meat,692985665,8713,421.89,
Bangladesh,Vegetables,701397502,7962,154.06,
Oman,Meat,840285718,8072,421.89,
Spain,Clothes,347199141,2796,109.28,
Qatar,Beverages,779999101,7922,47.45,
Bahrain,Household,166859424,6266,668.27,
New Zealand,Office Supplies,656266438,2678,651.21,
Benin,Beverages,867018973,9036,47.45,
Oman,Office Supplies,838228356,9253,651.21,
Kiribati,Meat,679318416,4270,421.89,
Kazakhstan,Cosmetics,120025479,7061,437.20,
Algeria,Clothes,760398375,7632,109.28,
Ethiopia,Office Supplies,220798432,8018,651.21,
Djibouti,Cosmetics,691899478,7286,437.20,
South Sudan,Snacks,384687840,6535,152.58,
Germany,Personal Care,280462348,3896,81.73,
Saudi Arabia,Beverages,980834329,9529,47.45,
Nauru,Snacks,457727611,627,152.58,
Seychelles,Clothes,803378522,6412,109.28,
Cape Verde,Office Supplies,580335891,3141,651.21,
Malaysia,Fruits,671461045,9099,9.33,
Bhutan,Clothes,229927814,9604,109.28,
Lithuania,Cereal,729222524,2005,205.70,
Barbados,Clothes,113144004,680,109.28,
Benin,Household,445803582,2042,668.27,
Belgium,Cosmetics,261625087,9532,437.20,
Zimbabwe,Cereal,415344846,8625,205.70,
Iceland,Personal Care,932011687,1824,81.73,
Montenegro,Fruits,556986939,3668,9.33,
Saudi Arabia,Fruits,805944430,5722,9.33,
Liberia,Beverages,114870488,1585,47.45,
Greenland,Cosmetics,590063941,1888,437.20,
Kenya,Office Supplies,358136117,9290,651.21,
Oman,Cosmetics,316010844,3486,437.20,
Norway,Snacks,980924451,6198,152.58,
Norway,Snacks,240425765,6182,152.58,
Singapore,Cosmetics,102376115,4222,437.20,
Angola,Vegetables,844949328,8138,154.06,
Austria,Cereal,566631734,7777,205.70,
Vatican City,Household,136222159,19,668.27,
Mauritania,Beverages,942831933,3776,47.45,
Papua New Guinea,Clothes,845884883,4989,109.28,
Democratic Republic of the Congo,Snacks,925117337,1633,152.58,
Egypt,Baby Food,530578124,8712,255.28,
Croatia,Clothes,432628571,3263,109.28,
United States of America,Clothes,571942508,9353,109.28,
Afghanistan,Vegetables,509506261,3080,154.06,
Lesotho,Baby Food,776618659,7574,255.28,
Cambodia,Beverages,624891030,7997,47.45,
Malawi,Meat,276247203,6541,421.89,
Solomon Islands,Clothes,472923505,7429,109.28,
Kenya,Beverages,227468764,1917,47.45,
Czech Republic,Clothes,872744309,3290,109.28,
Uzbekistan,Vegetables,211923968,1866,154.06,
Honduras,Office Supplies,168494069,9994,651.21,
The Bahamas,Snacks,936253440,7053,152.58,
Saint Vincent and the Grenadines,Fruits,529313409,4455,9.33,
Palau,Vegetables,632097804,642,154.06,
Russia,Office Supplies,749342954,6087,651.21,
Canada,Cosmetics,456097686,8296,437.20,
Italy,Snacks,747723329,6804,152.58,
Burundi,Clothes,889893710,8179,109.28,
Federated States of Micronesia,Cereal,668595159,1020,205.70,
Philippines,Baby Food,840126502,956,255.28,
Federated States of Micronesia,Personal Care,881099069,5649,81.73,
Chad,Snacks,338436686,9791,152.58,
Norway,Meat,179375684,106,421.89,
Botswana,Household,541464889,348,668.27,
Eritrea,Snacks,282565629,6304,152.58,
Moldova,Clothes,130851733,791,109.28,
Italy,Cereal,434809529,8657,205.70,
Trinidad and Tobago,Fruits,713237845,1783,9.33,
Iran,Household,105248010,4080,668.27,
Albania,Snacks,520263850,6490,152.58,
Bahrain,Snacks,788021695,1986,152.58,
Poland,Baby Food,708570373,574,255.28,
Saint Vincent and the Grenadines,Office Supplies,602271211,4290,651.21,
Panama,Cosmetics,859798038,2201,437.20,
Israel,Cereal,592137181,5405,205.70,
San Marino,Fruits,780587470,2034,9.33,
Belize,Fruits,226760232,2247,9.33,
Australia,Cereal,502579295,3237,205.70,
Seychelles,Cereal,100280988,4228,205.70,
Turkmenistan,Cereal,282414138,1474,205.70,
Georgia,Office Supplies,131840074,3262,651.21,
Greenland,Household,601732623,4910,668.27,
El Salvador,Baby Food,465578114,3765,255.28,
Mauritius,Snacks,367175376,4208,152.58,
Kosovo,Cosmetics,570635735,2650,437.20,
Tanzania,Fruits,510383021,2533,9.33,
Madagascar,Cereal,141153562,9330,205.70,
Federated States of Micronesia,Personal Care,387996184,5548,81.73,
Philippines,Personal Care,896272218,5721,81.73,
Latvia,Cereal,481655490,1418,205.70,
Sierra Leone,Meat,280132329,6236,421.89,
East Timor,Household,598001563,806,668.27,
Sudan,Cereal,461874520,7789,205.70,
Norway,Fruits,768675029,6878,9.33,
Morocco,Meat,235639417,9795,421.89,
Algeria,Fruits,350316512,5296,9.33,
Afghanistan,Household,420567643,4166,668.27,
Portugal,Baby Food,724566638,4225,255.28,
Syria,Vegetables,260799825,5319,154.06,
Kazakhstan,Personal Care,798066031,4328,81.73,
Belgium,Clothes,125476586,165,109.28,
Niger,Household,602455317,8771,668.27,
Hungary,Cereal,608738553,8120,205.70,
Bhutan,Snacks,394375121,3217,152.58,
Ethiopia,Office Supplies,729726350,1098,651.21,
Solomon Islands,Office Supplies,655466067,5830,651.21,
Tonga,Cosmetics,632580602,3512,437.20,
Monaco,Vegetables,292368781,7274,154.06,
Swaziland,Beverages,686441934,2277,47.45,
Belgium,Vegetables,236723887,714,154.06,
Switzerland,Clothes,585450971,6807,109.28,
Ethiopia,Cosmetics,745172011,1812,437.20,
Vietnam,Meat,248748338,9016,421.89,
Lebanon,Snacks,499353778,8734,152.58,
Estonia,Beverages,720474660,3317,47.45,
Finland,Personal Care,205909812,2144,81.73,
Uganda,Vegetables,569770562,6626,154.06,
Nepal,Cereal,796480739,5205,205.70,
Sudan,Baby Food,390776669,8355,255.28,
Nicaragua,Snacks,727707183,3582,152.58,
Cuba,Clothes,102633607,420,109.28,
Ireland,Cosmetics,481229770,5438,437.20,
United States of America,Fruits,749481999,7234,9.33,
Brunei,Cereal,763689124,1438,205.70,
Dominica,Snacks,900462472,5711,152.58,
Romania,Office Supplies,706725871,4745,651.21,
Eritrea,Clothes,249715650,5265,109.28,
Uganda,Household,566980636,1025,668.27,
Cyprus,Snacks,516382157,7810,152.58,
The Gambia,Cereal,826094043,8440,205.70,
South Africa,Snacks,944602620,7761,152.58,
Chad,Clothes,390706717,7655,109.28,
Kuwait,Cereal,103517663,2032,205.70,
Benin,Vegetables,192459285,1834,154.06,
Estonia,Clothes,387267911,36,109.28,
Mozambique,Meat,487992370,6641,421.89,
Guatemala,Household,814993989,3687,668.27,
El Salvador,Office Supplies,858946597,241,651.21,
Antigua and Barbuda,Personal Care,630836522,7400,81.73,
Angola,Cosmetics,211962592,3296,437.20,
Samoa,Snacks,203936135,8089,152.58,
Federated States of Micronesia,Meat,378680980,8972,421.89,
Australia,Personal Care,128433454,5168,81.73,
Nicaragua,Beverages,715742385,2932,47.45,
Cape Verde,Snacks,323469102,550,152.58,
Turkmenistan,Snacks,804787433,3340,152.58,
Rwanda,Cereal,933183705,8651,205.70,
Turkmenistan,Cereal,452456748,861,205.70,
Iran,Snacks,526717889,6383,152.58,
The Bahamas,Personal Care,590390956,8659,81.73,
Equatorial Guinea,Fruits,598212277,3161,9.33,
Cuba,Snacks,575230681,2396,152.58,
Namibia,Cosmetics,166807496,900,437.20,
Jamaica,Cereal,888616549,239,205.70,
Bangladesh,Fruits,276644170,4012,9.33,
Iceland,Vegetables,437189185,2850,154.06,
South Korea,Beverages,396862924,9413,47.45,
Ethiopia,Meat,152589213,3394,421.89,
Japan,Vegetables,221604382,6516,154.06,
Australia,Beverages,291457259,7535,47.45,
United Arab Emirates,Vegetables,570009171,7236,154.06,
Cyprus,Baby Food,435433948,3436,255.28,
United Arab Emirates,Household,686217916,5985,668.27,
Nicaragua,Household,391159904,1763,668.27,
Sao Tome and Principe,Clothes,939371240,9680,109.28,
Ghana,Snacks,190275752,5678,152.58,
Maldives,Personal Care,123609769,7732,81.73,
Uganda,Beverages,989422118,847,47.45,
Somalia,Fruits,858074128,2058,9.33,
Russia,Fruits,570239627,5432,9.33,
Swaziland,Fruits,586904942,7070,9.33,
Afghanistan,Clothes,539368903,99,109.28,
Mozambique,Cereal,579242837,9682,205.70,
Seychelles,Office Supplies,928450572,8011,651.21,
Philippines,Snacks,529228436,9310,152.58,
Guinea-Bissau,Personal Care,194125258,4833,81.73,
Brunei,Meat,356002366,7866,421.89,
Czech Republic,Personal Care,618033587,8727,81.73,
Tajikistan,Personal Care,203705251,9765,81.73,
Jordan,Office Supplies,206816184,360,651.21,
Oman,Household,441477715,1921,668.27,
Armenia,Baby Food,792113673,2893,255.28,
Germany,Clothes,763460385,3749,109.28,
Liberia,Household,830566680,1992,668.27,
Nigeria,Snacks,188793885,7161,152.58,
Uzbekistan,Clothes,803815829,5821,109.28,
Oman,Personal Care,661618840,6572,81.73,
Vanuatu,Office Supplies,518501746,5044,651.21,
Austria,Fruits,751075875,8897,9.33,
Austria,Fruits,906265056,2824,9.33,
Philippines,Cosmetics,151305615,3549,437.20,
Lebanon,Beverages,423746383,4826,47.45,
Palau,Cosmetics,581448686,2442,437.20,
Algeria,Personal Care,452586352,9214,81.73,
Macedonia,Snacks,385645711,9991,152.58,
Mauritius,Office Supplies,799425590,6652,651.21,
Andorra,Household,833037316,3109,668.27,
Thailand,Cereal,595904719,304,205.70,
Cuba,Clothes,717764127,1210,109.28,
Tunisia,Cereal,998664367,5834,205.70,
Panama,Cereal,858966767,6209,205.70,
Honduras,Snacks,689345157,1405,152.58,
Tonga,Cosmetics,500785863,2520,437.20,
Uganda,Fruits,374587714,7684,9.33,
Montenegro,Personal Care,912362039,7057,81.73,
Japan,Cereal,986032664,7832,205.70,
Kazakhstan,Vegetables,887835919,9233,154.06,
Jordan,Baby Food,980320632,7515,255.28,
Philippines,Office Supplies,346348130,963,651.21,
Liberia,Cosmetics,839092242,4896,437.20,
Bahrain,Office Supplies,332039296,6661,651.21,
Switzerland,Personal Care,368988120,639,81.73,
China,Clothes,314050042,3241,109.28,
Armenia,Cereal,501648890,7909,205.70,
Eritrea,Personal Care,886520993,117,81.73,
Albania,Fruits,593715178,2370,9.33,
Honduras,Snacks,168592774,9203,152.58,
Zimbabwe,Vegetables,226827609,2185,154.06,
Kuwait,Cosmetics,104406011,4914,437.20,
Sudan,Fruits,107626807,8019,9.33,
Armenia,Beverages,163101327,4162,47.45,
Philippines,Beverages,267753398,3035,47.45,
East Timor,Vegetables,938819348,6363,154.06,
Ethiopia,Clothes,963848006,2899,109.28,
Moldova,Fruits,550700700,3430,9.33,
Syria,Cereal,877551257,5773,205.70,
Finland,Fruits,942886006,9777,9.33,
Albania,Beverages,715503776,2322,47.45,
Romania,Beverages,684515893,2319,47.45,
Gabon,Cereal,509346187,5710,205.70,
Sao Tome and Principe,Fruits,369730985,469,9.33,
Seychelles,Cereal,515719115,1601,205.70,
Liberia,Fruits,817671906,6142,9.33,
India,Fruits,316263186,8160,9.33,
Sao Tome and Principe,Meat,372479283,3752,421.89,
East Timor,Meat,617619025,6049,421.89,
Mauritius,Office Supplies,303293740,212,651.21,
Serbia,Personal Care,551427257,8434,81.73,
Gabon,Cosmetics,304255902,4938,437.20,
South Africa,Cosmetics,374328505,978,437.20,
Nauru,Personal Care,294506394,9842,81.73,
Ukraine,Meat,567963397,1845,421.89,
Tuvalu,Meat,198470437,668,421.89,
Papua New Guinea,Meat,418185842,9338,421.89,
Philippines,Meat,938972556,1700,421.89,
El Salvador,Cosmetics,144434869,342,437.20,
Mexico,Cereal,618996608,3707,205.70,
Tanzania,Clothes,967394101,2267,109.28,
Cambodia,Household,764676177,3528,668.27,
Azerbaijan,Cosmetics,106204164,7027,437.20,
New Zealand,Personal Care,957651889,9330,81.73,
Marshall Islands,Cereal,405005681,9036,205.70,
Japan,Snacks,104564368,1775,152.58,
North Korea,Beverages,432939279,5208,47.45,
Iraq,Fruits,937054240,4028,9.33,
United Kingdom,Clothes,784145581,4958,109.28,
The Bahamas,Vegetables,111762130,1753,154.06,
Benin,Personal Care,477765214,199,81.73,
Guatemala,Vegetables,810328662,3113,154.06,
Indonesia,Baby Food,557938802,5345,255.28,
Tuvalu,Fruits,139394462,8774,9.33,
Malta,Office Supplies,493806970,7311,651.21,
Saint Lucia,Baby Food,830600154,1898,255.28,
Sudan,Baby Food,879510343,5510,255.28,
Eritrea,Beverages,440586364,8151,47.45,
Democratic Republic of the Congo,Household,734189546,1857,668.27,
Chad,Office Supplies,350993716,5695,651.21,
San Marino,Baby Food,201985204,765,255.28,
Morocco,Meat,368462836,5196,421.89,
Papua New Guinea,Meat,552037942,9149,421.89,
Jordan,Beverages,524634349,9817,47.45,
Qatar,Fruits,578488385,6423,9.33,
Mauritania,Cosmetics,176148879,5223,437.20,
Belize,Cosmetics,200477159,4501,437.20,
Switzerland,Household,704647052,9576,668.27,
Greenland,Snacks,462144887,7797,152.58,
Nauru,Fruits,116769492,3542,9.33,
Kiribati,Snacks,832632195,3224,152.58,
Laos,Snacks,244156825,285,152.58,
Mauritania,Cosmetics,106079709,198,437.20,
India,Beverages,443449676,5468,47.45,
Romania,Clothes,901628053,632,109.28,
Yemen,Household,296288669,7256,668.27,
Poland,Vegetables,663417851,8940,154.06,
Poland,Vegetables,509314429,6313,154.06,
Costa Rica,Cosmetics,660589730,2036,437.20,
United Kingdom,Meat,214167582,5802,421.89,
South Sudan,Meat,587284314,9334,421.89,
Saint Kitts and Nevis,Clothes,567488753,1388,109.28,
Benin,Fruits,362642228,2749,9.33,
Qatar,Office Supplies,250918567,1235,651.21,
Slovakia,Cereal,130804097,6694,205.70,
Solomon Islands,Office Supplies,871097648,6007,651.21,
Vietnam,Fruits,260910546,8084,9.33,
Malawi,Personal Care,659666621,8867,81.73,
Burundi,Cereal,447102200,6332,205.70,
Sudan,Meat,773266112,5481,421.89,
Luxembourg,Office Supplies,608519685,3352,651.21,
Saint Lucia,Office Supplies,793536746,4012,651.21,
South Sudan,Beverages,889303624,3560,47.45,
Ghana,Vegetables,527119147,5124,154.06,
South Sudan,Beverages,758594644,3868,47.45,
Bahrain,Baby Food,905653941,1982,255.28,
Russia,Household,810533368,3690,668.27,
China,Baby Food,385781753,248,255.28,
Nauru,Baby Food,964260423,4942,255.28,
Guinea,Personal Care,349143207,8088,81.73,
South Sudan,Personal Care,463916432,2036,81.73,
Malaysia,Clothes,602378928,6166,109.28,
Japan,Snacks,578642022,1888,152.58,
Senegal,Vegetables,277129542,7645,154.06,
Slovenia,Snacks,102577817,3910,152.58,
Bosnia and Herzegovina,Beverages,530035674,8189,47.45,
Mexico,Household,754864442,18,668.27,
Rwanda,Personal Care,942737948,5964,81.73,
Equatorial Guinea,Snacks,879642522,4625,152.58,
Vietnam,Meat,421876990,1631,421.89,
South Africa,Clothes,846052682,4645,109.28,
Thailand,Meat,799093425,8357,421.89,
Bangladesh,Personal Care,348235547,9492,81.73,
Solomon Islands,Beverages,531027877,1804,47.45,
Monaco,Fruits,205331742,1080,9.33,
Tajikistan,Fruits,999320971,137,9.33,
Chad,Office Supplies,561481893,3824,651.21,
Qatar,Vegetables,210613334,4021,154.06,
Nicaragua,Office Supplies,885826623,4638,651.21,
Qatar,Cereal,896545588,6618,205.70,
Tunisia,Meat,872506558,2935,421.89,
Belarus,Beverages,613758361,3593,47.45,
Sierra Leone,Meat,440662324,629,421.89,
Senegal,Fruits,743892276,3110,9.33,
Indonesia,Baby Food,634434545,2135,255.28,
Dominica,Beverages,193587958,5834,47.45,
The Bahamas,Personal Care,922963845,4367,81.73,
Lithuania,Beverages,794486033,4927,47.45,
San Marino,Vegetables,100390851,6739,154.06,
Spain,Personal Care,103227126,6055,81.73,
Philippines,Cereal,785856187,1164,205.70,
Belarus,Vegetables,401451861,7382,154.06,
Solomon Islands,Meat,423500478,2057,421.89,
Poland,Cereal,595800864,9571,205.70,
Zambia,Cereal,282464349,6333,205.70,
Zimbabwe,Clothes,717914760,5786,109.28,
Marshall Islands,Beverages,956888425,3404,47.45,
Sao Tome and Principe,Household,124434173,1692,668.27,
Italy,Snacks,565913331,5185,152.58,
Kenya,Personal Care,153679692,6091,81.73,
Nepal,Personal Care,742252051,7731,81.73,
Fiji,Personal Care,989328134,3035,81.73,
Bangladesh,Fruits,891831767,1693,9.33,
Tanzania,Beverages,966999280,5431,47.45,
Dominican Republic,Beverages,902379500,3002,47.45,
Palau,Meat,905833756,5193,421.89,
Andorra,Snacks,355535876,9821,152.58,
Cape Verde,Baby Food,949972188,6736,255.28,
Ethiopia,Cereal,857941520,2816,205.70,
South Sudan,Snacks,568555200,6973,152.58,
Australia,Vegetables,641237056,5149,154.06,
Cuba,Cosmetics,355723416,5319,437.20,
Papua New Guinea,Cosmetics,862063109,2486,437.20,
Myanmar,Snacks,230617463,3687,152.58,
Czech Republic,Snacks,202060306,2990,152.58,
Palau,Meat,337377965,6492,421.89,
Benin,Vegetables,267869269,7324,154.06,
Bangladesh,Personal Care,145145547,648,81.73,
Zimbabwe,Personal Care,191130626,8654,81.73,
Tunisia,Vegetables,248060834,5568,154.06,
Syria,Baby Food,228485000,2644,255.28,
Cambodia,Meat,565264451,3167,421.89,
Mongolia,Snacks,861573016,7456,152.58,
Rwanda,Snacks,340897023,7860,152.58,
Singapore,Fruits,997035300,3757,9.33,
Mexico,Household,844099175,6559,668.27,
Somalia,Snacks,666512477,4708,152.58,
Azerbaijan,Cosmetics,869011533,8679,437.20,
Trinidad and Tobago,Fruits,126645171,5975,9.33,
Tuvalu,Vegetables,334774720,6134,154.06,
Liberia,Clothes,759074008,5722,109.28,
Dominican Republic,Household,285529363,3338,668.27,
Bulgaria,Office Supplies,570439612,4613,651.21,
The Gambia,Clothes,190416085,7206,109.28,
Vietnam,Snacks,492382609,5811,152.58,
United States of America,Personal Care,643575513,7151,81.73,
Portugal,Clothes,781543624,4981,109.28,
United Arab Emirates,Cereal,664148271,5087,205.70,
Central African Republic,Vegetables,119563281,287,154.06,
Netherlands,Beverages,396274983,5429,47.45,
Canada,Personal Care,113082206,2392,81.73,
Togo,Personal Care,209096276,5090,81.73,
South Africa,Vegetables,793741023,4462,154.06,
Burkina Faso,Cereal,696752774,3484,205.70,
Zambia,Cosmetics,618180358,2160,437.20,
Maldives,Office Supplies,878385102,2526,651.21,
Laos,Cosmetics,968040835,3650,437.20,
Trinidad and Tobago,Fruits,898133885,6630,9.33,
Cambodia,Personal Care,749963080,9596,81.73,
Libya,Beverages,225139749,2710,47.45,
Cameroon,Cereal,895587718,3163,205.70,
Liberia,Personal Care,353543317,179,81.73,
Tunisia,Cosmetics,761555373,13,437.20,
Cape Verde,Cosmetics,302485215,952,437.20,
Uzbekistan,Cosmetics,829506671,8312,437.20,
San Marino,Office Supplies,216106069,9443,651.21,
Cambodia,Cosmetics,906082236,8724,437.20,
Marshall Islands,Meat,463546502,2566,421.89,
Namibia,Clothes,122922694,4412,109.28,
Uzbekistan,Snacks,738947141,9735,152.58,
Djibouti,Household,536668670,1040,668.27,
Germany,Cereal,961448609,2864,205.70,
Azerbaijan,Cereal,828960788,6773,205.70,
Bahrain,Cereal,375191533,6367,205.70,
Liberia,Baby Food,806439673,2275,255.28,
Georgia,Cosmetics,249316537,7158,437.20,
United States of America,Fruits,500745952,710,9.33,
Papua New Guinea,Meat,277964246,4652,421.89,
Grenada,Vegetables,168520247,7741,154.06,
Cyprus,Beverages,380275285,762,47.45,
Kosovo,Personal Care,291403186,1533,81.73,
New Zealand,Cosmetics,700390279,9903,437.20,
Cuba,Beverages,676035392,2750,47.45,
Burundi,Personal Care,707449853,8987,81.73,
Nepal,Cosmetics,454057490,4556,437.20,
Greenland,Vegetables,995594632,7431,154.06,
Tajikistan,Beverages,782110106,2616,47.45,
Niger,Vegetables,583965241,7147,154.06,
Malaysia,Office Supplies,341833865,5092,651.21,
Taiwan,Fruits,516702306,2549,9.33,
Nicaragua,Personal Care,739869391,2649,81.73,
Israel,Meat,262946450,553,421.89,
Cote d'Ivoire,Vegetables,207857310,8452,154.06,
Nepal,Cosmetics,416838300,571,437.20,
Vatican City,Cosmetics,802438247,8164,437.20,
Vietnam,Fruits,897518479,4518,9.33,
Poland,Vegetables,305252826,9949,154.06,
South Sudan,Fruits,949127614,6808,9.33,
Lebanon,Snacks,322941672,4472,152.58,
Sri Lanka,Household,940806329,4354,668.27,
Burundi,Meat,887145411,4896,421.89,
Sudan,Clothes,566695249,6572,109.28,
Malaysia,Snacks,454504668,6886,152.58,
Spain,Cosmetics,645934998,5375,437.20,
Madagascar,Cosmetics,406660068,8606,437.20,
Sweden,Snacks,422666203,5177,152.58,
Greenland,Office Supplies,550252234,719,651.21,
Comoros,Beverages,266029489,2892,47.45,
Oman,Office Supplies,916921794,6390,651.21,
Azerbaijan,Clothes,770165479,7935,109.28,
Bhutan,Clothes,863309371,1282,109.28,
Algeria,Cereal,954214799,2219,205.70,
Finland,Personal Care,871055591,3561,81.73,
Somalia,Household,962318074,158,668.27,
Tanzania,Baby Food,746801078,3889,255.28,
Qatar,Beverages,263615930,8667,47.45,
Cuba,Snacks,522186458,5432,152.58,
Bahrain,Beverages,352248990,7159,47.45,
Dominican Republic,Meat,453852355,3852,421.89,
Georgia,Personal Care,247357881,7549,81.73,
Finland,Vegetables,123439395,7315,154.06,
Estonia,Household,993083226,4250,668.27,
Switzerland,Office Supplies,237588202,6484,651.21,
East Timor,Office Supplies,258565652,4177,651.21,
India,Office Supplies,827939403,4523,651.21,
Bahrain,Cereal,437945783,6744,205.70,
Kyrgyzstan,Baby Food,351133620,7096,255.28,
Georgia,Meat,550364243,3865,421.89,
Kazakhstan,Fruits,188811480,2368,9.33,
Kazakhstan,Office Supplies,739961659,9953,651.21,
Saint Vincent and the Grenadines,Vegetables,147613608,1002,154.06,
Japan,Cosmetics,475878655,1924,437.20,
Malawi,Cereal,259180629,6162,205.70,
Kosovo,Beverages,352255856,9191,47.45,
Burkina Faso,Snacks,780153167,3514,152.58,
Liechtenstein,Personal Care,288233888,3667,81.73,
Central African Republic,Baby Food,392171847,1219,255.28,
Haiti,Clothes,427953374,9768,109.28,
Antigua and Barbuda,Personal Care,701877295,9944,81.73,
Namibia,Baby Food,240554940,4407,255.28,
Algeria,Office Supplies,840910136,2851,651.21,
Sri Lanka,Fruits,320179212,6999,9.33,
Burundi,Beverages,165910995,5605,47.45,
Eritrea,Meat,585966813,9456,421.89,
Barbados,Office Supplies,958520495,6370,651.21,
Austria,Meat,282058370,6194,421.89,
Russia,Beverages,325379264,5810,47.45,
Mexico,Meat,677594506,4127,421.89,
Estonia,Fruits,998127925,7088,9.33,
The Bahamas,Clothes,566715848,2668,109.28,
Czech Republic,Beverages,533407104,5870,47.45,
Saint Kitts and Nevis,Cosmetics,768563020,3732,437.20,
